System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:11:24:261, 8454525518950,    0.152,   48.000, 2700,  14.166,   2.156,   0.599,  12.409,   1.888,   0.524, 65,  0,   0.848,   0.129,   0.036,   0.117,   0.018,   0.005,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:24:590, 8455179864465,    0.481,   38.000, 2800,  11.878,   6.057,   1.683,  10.267,   5.261,   1.461, 63,  0,   0.651,   0.343,   0.095,   0.010,   0.021,   0.006,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:24:699, 8455397822216,    0.590,   37.000, 2800,  12.549,   7.430,   2.064,  10.930,   6.457,   1.794, 64,  0,   0.557,   0.404,   0.112,   0.000,   0.021,   0.006,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:24:809, 8455615663305,    0.699,   47.000, 2800,  13.991,   8.960,   2.489,  12.445,   7.818,   2.172, 65,  0,   0.669,   0.477,   0.132,   0.000,   0.021,   0.006,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:24:918, 8455833508768,    0.809,   50.000, 2700,  15.461,  10.651,   2.959,  13.903,   9.338,   2.594, 64,  0,   0.611,   0.544,   0.151,   0.035,   0.025,   0.007,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:25:027, 8456051400072,    0.918,   51.000, 2700,  14.047,  12.188,   3.385,  12.398,  10.694,   2.971, 64,  0,   0.579,   0.607,   0.169,   0.000,   0.025,   0.007,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:25:137, 8456269257367,    1.028,   49.000, 2600,  14.255,  13.747,   3.819,  12.739,  12.087,   3.358, 63,  0,   0.547,   0.667,   0.185,   0.000,   0.025,   0.007,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:25:246, 8456487148738,    1.137,   50.000, 2600,  14.162,  15.296,   4.249,  12.439,  13.448,   3.736, 64,  0,   0.569,   0.729,   0.203,   0.000,   0.025,   0.007,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:25:355, 8456705024570,    1.246,   51.000, 2500,  13.488,  16.771,   4.659,  11.959,  14.756,   4.099, 62,  0,   0.588,   0.793,   0.220,   0.000,   0.025,   0.007,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:25:465, 8456922897655,    1.356,   50.000, 2500,  12.707,  18.161,   5.045,  11.168,  15.977,   4.438, 62,  0,   0.599,   0.859,   0.239,   0.026,   0.028,   0.008,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:25:574, 8457140774651,    1.465,   50.000, 2500,  13.031,  19.586,   5.441,  11.401,  17.224,   4.785, 61,  0,   0.569,   0.921,   0.256,   0.000,   0.028,   0.008,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:25:918, 8457826324538,    1.809,   50.000, 2500,  12.983,  24.054,   6.682,  11.427,  21.157,   5.877, 63,  0,   0.577,   1.120,   0.311,   0.000,   0.028,   0.008,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:26:028, 8458044258859,    1.919,   50.000, 2500,  12.094,  25.377,   7.049,  10.541,  22.310,   6.197, 62,  0,   0.605,   1.186,   0.329,   0.022,   0.030,   0.008,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:26:137, 8458262069977,    2.028,   50.000, 2500,  12.938,  26.792,   7.442,  11.326,  23.549,   6.541, 62,  0,   0.559,   1.247,   0.346,   0.000,   0.030,   0.008,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:26:246, 8458479939414,    2.137,   49.000, 2500,  12.753,  28.187,   7.830,  11.246,  24.779,   6.883, 62,  0,   0.542,   1.306,   0.363,   0.000,   0.030,   0.008,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:26:356, 8458698607534,    2.247,   49.000, 2500,  12.996,  29.613,   8.226,  11.431,  26.033,   7.232, 62,  0,   0.545,   1.366,   0.380,   0.000,   0.030,   0.008,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:26:466, 8458916526141,    2.356,   50.000, 2500,  12.915,  31.026,   8.618,  11.409,  27.282,   7.578, 62,  0,   0.546,   1.426,   0.396,   0.000,   0.030,   0.008,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:26:575, 8459134356419,    2.466,   50.000, 2500,  12.978,  32.445,   9.013,  11.434,  28.532,   7.926, 62,  0,   0.599,   1.491,   0.414,   0.023,   0.033,   0.009,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:26:684, 8459352234536,    2.575,   49.000, 2500,  13.100,  33.878,   9.411,  11.467,  29.786,   8.274, 62,  0,   0.557,   1.552,   0.431,   0.000,   0.033,   0.009,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:26:794, 8459570129406,    2.685,   49.000, 2600,  12.127,  35.205,   9.779,  10.624,  30.948,   8.597, 62,  0,   0.558,   1.613,   0.448,   0.000,   0.033,   0.009,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:26:903, 8459787986502,    2.794,   50.000, 2600,  13.504,  36.682,  10.189,  11.872,  32.247,   8.957, 62,  0,   0.551,   1.674,   0.465,   0.000,   0.033,   0.009,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:27:013, 8460006703922,    2.904,   50.000, 2500,  13.081,  38.118,  10.588,  11.614,  33.522,   9.312, 64,  0,   0.559,   1.735,   0.482,   0.000,   0.033,   0.009,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:27:122, 8460224601015,    3.013,   50.000, 2500,  12.792,  39.517,  10.977,  11.058,  34.731,   9.648, 62,  0,   0.639,   1.805,   0.501,   0.025,   0.035,   0.010,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:27:232, 8460442417561,    3.122,   50.000, 2500,  12.458,  40.879,  11.355,  10.918,  35.925,   9.979, 62,  0,   0.564,   1.867,   0.519,   0.000,   0.035,   0.010,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:27:341, 8460660268277,    3.232,   49.000, 2600,  13.757,  42.384,  11.773,  12.273,  37.267,  10.352, 63,  0,   0.539,   1.926,   0.535,   0.000,   0.035,   0.010,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:27:450, 8460878204418,    3.341,   49.000, 2500,  12.452,  43.746,  12.152,  10.813,  38.450,  10.681, 65,  0,   0.551,   1.986,   0.552,   0.000,   0.035,   0.010,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:27:872, 8461718562931,    3.763,   50.000, 2500,  13.004,  49.232,  13.676,  11.438,  43.276,  12.021, 62,  0,   0.559,   2.222,   0.617,   0.006,   0.038,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:27:982, 8461936409480,    3.872,   50.000, 2500,  12.786,  50.630,  14.064,  11.269,  44.508,  12.363, 61,  0,   0.558,   2.283,   0.634,   0.000,   0.038,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:28:091, 8462154312603,    3.982,   49.000, 2500,  12.743,  52.024,  14.451,  11.128,  45.726,  12.702, 62,  0,   0.554,   2.343,   0.651,   0.000,   0.038,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:28:200, 8462372272117,    4.091,   49.000, 2600,  13.377,  53.488,  14.858,  11.883,  47.026,  13.063, 63,  0,   0.547,   2.403,   0.668,   0.000,   0.038,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:28:310, 8462590067894,    4.201,   50.000, 2500,  13.113,  54.922,  15.256,  11.557,  48.289,  13.414, 62,  0,   0.606,   2.469,   0.686,   0.024,   0.040,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:28:419, 8462807958572,    4.310,   49.000, 2500,  12.906,  56.333,  15.648,  11.297,  49.525,  13.757, 62,  0,   0.546,   2.529,   0.702,   0.000,   0.040,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:28:529, 8463025792802,    4.419,   49.000, 2500,  12.597,  57.711,  16.031,  11.079,  50.736,  14.093, 62,  0,   0.543,   2.588,   0.719,   0.000,   0.040,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:28:638, 8463243666600,    4.529,   50.000, 2500,  12.569,  59.086,  16.413,  11.065,  51.947,  14.430, 61,  0,   0.569,   2.651,   0.736,   0.000,   0.040,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:28:748, 8463462363774,    4.639,   50.000, 2500,  12.518,  60.460,  16.794,  10.936,  53.147,  14.763, 62,  0,   0.555,   2.711,   0.753,   0.000,   0.040,   0.011,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:28:857, 8463680204881,    4.748,   50.000, 2600,  13.662,  61.954,  17.209,  12.001,  54.460,  15.128, 62,  0,   0.615,   2.779,   0.772,   0.022,   0.043,   0.012,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:28:966, 8463898078928,    4.857,   50.000, 2500,  13.146,  63.392,  17.609,  11.626,  55.731,  15.481, 62,  0,   0.566,   2.841,   0.789,   0.000,   0.043,   0.012,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:29:076, 8464115971884,    4.967,   49.000, 2500,  12.521,  64.761,  17.989,  11.011,  56.936,  15.816, 62,  0,   0.558,   2.902,   0.806,   0.000,   0.043,   0.012,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:29:185, 8464333825958,    5.076,   50.000, 2500,  12.567,  66.136,  18.371,  10.948,  58.133,  16.148, 61,  0,   0.565,   2.963,   0.823,   0.000,   0.043,   0.012,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:29:295, 8464551691366,    5.185,   50.000, 2600,  13.208,  67.580,  18.772,  11.686,  59.411,  16.503, 63,  0,   0.555,   3.024,   0.840,   0.000,   0.043,   0.012,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:29:404, 8464769651969,    5.295,   50.000, 2600,  13.307,  69.036,  19.177,  11.751,  60.697,  16.860, 63,  0,   0.629,   3.093,   0.859,   0.027,   0.046,   0.013,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:29:513, 8464987754801,    5.404,   50.000, 2600,  12.436,  70.398,  19.555,  10.784,  61.878,  17.188, 63,  0,   0.644,   3.164,   0.879,   0.000,   0.046,   0.013,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:29:623, 8465205389386,    5.514,   49.000, 2600,  13.116,  71.831,  19.953,  11.585,  63.143,  17.540, 63,  0,   0.570,   3.226,   0.896,   0.000,   0.046,   0.013,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:29:732, 8465423237998,    5.623,   50.000, 2600,  13.602,  73.318,  20.366,  11.979,  64.453,  17.904, 64,  0,   0.572,   3.288,   0.913,   0.000,   0.046,   0.013,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:29:841, 8465641075646,    5.732,   50.000, 2600,  13.421,  74.786,  20.774,  11.917,  65.757,  18.266, 62,  0,   0.556,   3.349,   0.930,   0.000,   0.046,   0.013,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:29:951, 8465859767897,    5.842,   51.000, 2600,  13.613,  76.281,  21.189,  12.010,  67.075,  18.632, 63,  0,   0.612,   3.416,   0.949,   0.023,   0.048,   0.013,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:30:061, 8466077635149,    5.951,   50.000, 2600,  13.662,  77.775,  21.604,  12.154,  68.404,  19.001, 63,  0,   0.587,   3.480,   0.967,   0.000,   0.048,   0.013,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:30:170, 8466295501839,    6.061,   49.000, 2600,  13.574,  79.259,  22.016,  12.069,  69.724,  19.368, 63,  0,   0.570,   3.543,   0.984,   0.000,   0.048,   0.013,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:30:279, 8466513405444,    6.170,   50.000, 2600,  13.110,  80.693,  22.415,  11.400,  70.971,  19.714, 63,  0,   0.603,   3.609,   1.002,   0.000,   0.048,   0.013,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:30:389, 8466731297807,    6.280,   49.000, 2600,  13.370,  82.156,  22.821,  11.861,  72.269,  20.075, 63,  0,   0.563,   3.670,   1.020,   0.000,   0.048,   0.013,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:30:498, 8466949146032,    6.389,   42.000, 2600,  12.273,  83.498,  23.194,  10.605,  73.429,  20.397, 63,  0,   0.643,   3.741,   1.039,   0.022,   0.051,   0.014,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:30:842, 8467634708845,    6.733,   73.000, 2600,  13.554,  88.163,  24.490,  12.005,  77.560,  21.544, 62,  0,   0.566,   3.936,   1.093,   0.000,   0.051,   0.014,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:30:952, 8467852546977,    6.842,   49.000, 2600,  13.598,  89.650,  24.903,  12.085,  78.882,  21.912, 62,  0,   0.558,   3.997,   1.110,   0.000,   0.051,   0.014,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:31:061, 8468070486086,    6.952,   51.000, 2600,  13.481,  91.125,  25.312,  11.904,  80.184,  22.273, 63,  0,   0.630,   4.065,   1.129,   0.025,   0.053,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:31:171, 8468289195695,    7.062,   49.000, 2600,  12.264,  92.471,  25.686,  10.673,  81.356,  22.599, 65,  0,   0.564,   4.127,   1.146,   0.000,   0.053,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:31:280, 8468506985345,    7.171,   50.000, 2600,  13.458,  93.943,  26.095,  11.733,  82.639,  22.955, 63,  0,   0.572,   4.190,   1.164,   0.000,   0.053,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:31:389, 8468724927558,    7.280,   50.000, 2700,  11.312,  95.180,  26.439,   9.791,  83.710,  23.253, 67,  0,   0.597,   4.255,   1.182,   0.000,   0.053,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:31:499, 8468942776646,    7.390,   49.000, 2700,  13.565,  96.664,  26.851,  12.052,  85.028,  23.619, 64,  0,   0.576,   4.318,   1.200,   0.000,   0.053,   0.015,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:31:608, 8469160615578,    7.499,   50.000, 2700,  13.886,  98.182,  27.273,  12.193,  86.361,  23.989, 64,  0,   0.639,   4.388,   1.219,   0.023,   0.056,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:31:718, 8469379295451,    7.609,   49.000, 2700,  13.445,  99.658,  27.683,  11.969,  87.675,  24.354, 63,  0,   0.577,   4.451,   1.236,   0.000,   0.056,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:31:827, 8469597143292,    7.718,   50.000, 2700,  13.831, 101.171,  28.103,  12.192,  89.008,  24.725, 63,  0,   0.583,   4.515,   1.254,   0.000,   0.056,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:31:937, 8469815023691,    7.828,   49.000, 2700,  13.715, 102.671,  28.520,  12.211,  90.344,  25.096, 64,  0,   0.573,   4.578,   1.272,   0.000,   0.056,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:32:046, 8470032921188,    7.937,   50.000, 2700,  13.438, 104.141,  28.928,  11.789,  91.634,  25.454, 64,  0,   0.587,   4.642,   1.289,   0.000,   0.056,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:32:156, 8470250781045,    8.046,   50.000, 2700,  13.862, 105.657,  29.349,  12.304,  92.979,  25.828, 64,  0,   0.627,   4.711,   1.308,   0.021,   0.058,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:32:265, 8470468654973,    8.156,   50.000, 2700,  13.518, 107.135,  29.760,  12.001,  94.292,  26.192, 64,  0,   0.585,   4.775,   1.326,   0.000,   0.058,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:32:375, 8470687311088,    8.265,   49.000, 2700,  13.799, 108.650,  30.181,  12.215,  95.633,  26.565, 64,  0,   0.576,   4.838,   1.344,   0.000,   0.058,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:32:484, 8470905231855,    8.375,   49.000, 2700,  13.677, 110.146,  30.596,  12.014,  96.947,  26.930, 63,  0,   0.645,   4.908,   1.363,   0.000,   0.058,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:32:593, 8471123098523,    8.484,   49.000, 2600,  13.963, 111.673,  31.020,  12.396,  98.303,  27.306, 63,  0,   0.697,   4.985,   1.385,   0.000,   0.058,   0.016,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:11:32:703, 8471340967512,    8.594,   50.000, 2600,  13.619, 113.163,  31.434,  12.072,  99.623,  27.673, 63,  0,   0.617,   5.052,   1.403,   0.023,   0.061,   0.017,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
